Finish Name,Finish Code,Finish Category,Finish Image URL,Collection,Sub-Collection,Product Name,Product SKU,Product URL
Titanium,TIN,Frame Finish,https://platform.brownjordan.com/media/catalog/product/f/r/frame_finish_titanium_tin_PDP_4720.jpg,Arzo,Cabanas,"Aluminum Cabana, 12' Square w/ Fabric Curtains, Sheer Curtain Rods (no vent)",NS012A238SH,https://www.tropitone.com/groups/shade/cabanas/aluminum-cabana-12-square-w-fabric-curtains-sheer-curtain-rods-no-vent-ns012a238sh
Roca,ROC,Frame Finish,https://platform.brownjordan.com/media/catalog/product/R/o/Roca_ROC_Swatch_700pxX700px_29e6.jpg,Arzo,Cabanas,"Aluminum Cabana, 8' Square w/ Fabric Curtains & Vent",NS008A238V,https://www.tropitone.com/groups/shade/cabanas/aluminum-cabana-8-square-w-fabric-curtains-and-vent-ns008a238v
Sky,SKY,Frame Finish,https://platform.brownjordan.com/media/catalog/product/S/k/Sky_SKY_Swatch_700pxX700px_5794.jpg,Arzo,Cabanas,"Aluminum Cabana, 8' Square w/ Fabric Curtains & Vent",NS008A238V,https://www.tropitone.com/groups/shade/cabanas/aluminum-cabana-8-square-w-fabric-curtains-and-vent-ns008a238v
Aged Bronze,ABR,Frame Finish,https://platform.brownjordan.com/media/catalog/product/a/g/aged_bronze_abr_finish_aluminum_patio_furniture_532_large_PDP_fd59.jpg,Arzo,Cabanas,"Aluminum Cabana, 8' Square w/ Fabric Curtains & Vent",NS008A238V,https://www.tropitone.com/groups/shade/cabanas/aluminum-cabana-8-square-w-fabric-curtains-and-vent-ns008a238v
Aluminum Metallic,ALM,Frame Finish,https://platform.brownjordan.com/media/catalog/product/f/r/frame_finish_aluminum_metallic_alm_PDP_e4b0.jpg,Arzo,Cabanas,"Aluminum Cabana, 8' Square w/ Fabric Curtains & Vent",NS008A238V,https://www.tropitone.com/groups/shade/cabanas/aluminum-cabana-8-square-w-fabric-curtains-and-vent-ns008a238v
Aragon,ARG,Frame Finish,https://platform.brownjordan.com/media/catalog/product/A/r/Aragon_ARG_Swatch_700x700_ab40.jpg,Arzo,Cabanas,"Aluminum Cabana, 8' Square w/ Fabric Curtains & Vent",NS008A238V,https://www.tropitone.com/groups/shade/cabanas/aluminum-cabana-8-square-w-fabric-curtains-and-vent-ns008a238v
Almond Silk,ASK,Frame Finish,https://platform.brownjordan.com/media/catalog/product/f/r/frame_finish_almond_silk_ask_PDP_32c2.jpg,Arzo,Cabanas,"Aluminum Cabana, 8' Square w/ Fabric Curtains & Vent",NS008A238V,https://www.tropitone.com/groups/shade/cabanas/aluminum-cabana-8-square-w-fabric-curtains-and-vent-ns008a238v
Crete,CRE,Frame Finish,https://platform.brownjordan.com/media/catalog/product/c/r/cre_swatch_tropitone_PDP_2039.jpg,Arzo,Cabanas,"Aluminum Cabana, 8' Square w/ Fabric Curtains & Vent",NS008A238V,https://www.tropitone.com/groups/shade/cabanas/aluminum-cabana-8-square-w-fabric-curtains-and-vent-ns008a238v
Graphite,GPH,Frame Finish,https://platform.brownjordan.com/media/catalog/product/f/r/frame_finish_gph_graphite_PDP_d1cb.jpg,Arzo,Cabanas,"Aluminum Cabana, 8' Square w/ Fabric Curtains & Vent",NS008A238V,https://www.tropitone.com/groups/shade/cabanas/aluminum-cabana-8-square-w-fabric-curtains-and-vent-ns008a238v
Greco,GRE,Frame Finish,https://platform.brownjordan.com/media/catalog/product/g/r/greco_gre_finish_outdoor_furniture_751_large_PDP_88bd.jpg,Arzo,Cabanas,"Aluminum Cabana, 8' Square w/ Fabric Curtains & Vent",NS008A238V,https://www.tropitone.com/groups/shade/cabanas/aluminum-cabana-8-square-w-fabric-curtains-and-vent-ns008a238v
Kaffee,KFF,Frame Finish,https://platform.brownjordan.com/media/catalog/product/f/r/frame_finish_kaffee_kff_700px_PDP_4a38.jpg,Arzo,Cabanas,"Aluminum Cabana, 8' Square w/ Fabric Curtains & Vent",NS008A238V,https://www.tropitone.com/groups/shade/cabanas/aluminum-cabana-8-square-w-fabric-curtains-and-vent-ns008a238v
Moab,MOA,Frame Finish,https://platform.brownjordan.com/media/catalog/product/m/o/moab_moa_finish_finish_752_large_PDP_90e6.jpg,Arzo,Cabanas,"Aluminum Cabana, 8' Square w/ Fabric Curtains & Vent",NS008A238V,https://www.tropitone.com/groups/shade/cabanas/aluminum-cabana-8-square-w-fabric-curtains-and-vent-ns008a238v
Mocha,MOC,Frame Finish,https://platform.brownjordan.com/media/catalog/product/m/o/mocha_moc_finish_aluminum_patio_tables_542_large_PDP_0e2a.jpg,Arzo,Cabanas,"Aluminum Cabana, 8' Square w/ Fabric Curtains & Vent",NS008A238V,https://www.tropitone.com/groups/shade/cabanas/aluminum-cabana-8-square-w-fabric-curtains-and-vent-ns008a238v
Nickel,NKL,Frame Finish,https://platform.brownjordan.com/media/catalog/product/t/r/tropitone_nkl__PDP_c8e4.jpg,Arzo,Cabanas,"Aluminum Cabana, 8' Square w/ Fabric Curtains & Vent",NS008A238V,https://www.tropitone.com/groups/shade/cabanas/aluminum-cabana-8-square-w-fabric-curtains-and-vent-ns008a238v
Obsidian,OBS,Frame Finish,https://platform.brownjordan.com/media/catalog/product/o/b/obsidian_obs_finish_outdoor_patio_furniture_753_large_PDP_021a.jpg,Arzo,Cabanas,"Aluminum Cabana, 8' Square w/ Fabric Curtains & Vent",NS008A238V,https://www.tropitone.com/groups/shade/cabanas/aluminum-cabana-8-square-w-fabric-curtains-and-vent-ns008a238v
Ocean,OCN,Frame Finish,https://platform.brownjordan.com/media/catalog/product/O/c/Ocean_OCN_Swatch_4inwX6inH_5bae.jpg,Arzo,Cabanas,"Aluminum Cabana, 8' Square w/ Fabric Curtains & Vent",NS008A238V,https://www.tropitone.com/groups/shade/cabanas/aluminum-cabana-8-square-w-fabric-curtains-and-vent-ns008a238v
Parchment,PMT,Frame Finish,https://platform.brownjordan.com/media/catalog/product/f/r/frame_finish_parchment_pmt_PDP_87d5.jpg,Arzo,Cabanas,"Aluminum Cabana, 8' Square w/ Fabric Curtains & Vent",NS008A238V,https://www.tropitone.com/groups/shade/cabanas/aluminum-cabana-8-square-w-fabric-curtains-and-vent-ns008a238v
Rich Earth,REA,Frame Finish,https://platform.brownjordan.com/media/catalog/product/r/i/rich_earth_rea_finish_casual_patio_furniture_544_large_PDP_f08c.jpg,Arzo,Cabanas,"Aluminum Cabana, 8' Square w/ Fabric Curtains & Vent",NS008A238V,https://www.tropitone.com/groups/shade/cabanas/aluminum-cabana-8-square-w-fabric-curtains-and-vent-ns008a238v
Sage,SGE,Frame Finish,https://platform.brownjordan.com/media/catalog/product/S/a/Sage_SGE_Swatch_700x700_e826.jpg,Arzo,Cabanas,"Aluminum Cabana, 8' Square w/ Fabric Curtains & Vent",NS008A238V,https://www.tropitone.com/groups/shade/cabanas/aluminum-cabana-8-square-w-fabric-curtains-and-vent-ns008a238v
Shell,SHL,Frame Finish,https://platform.brownjordan.com/media/catalog/product/f/r/frame_finish_shell_shl_PDP_5505.jpg,Arzo,Cabanas,"Aluminum Cabana, 8' Square w/ Fabric Curtains & Vent",NS008A238V,https://www.tropitone.com/groups/shade/cabanas/aluminum-cabana-8-square-w-fabric-curtains-and-vent-ns008a238v
Snow,SNO,Frame Finish,https://platform.brownjordan.com/media/catalog/product/f/r/frame_finish_snow_sno_PDP_1221.jpg,Arzo,Cabanas,"Aluminum Cabana, 8' Square w/ Fabric Curtains & Vent",NS008A238V,https://www.tropitone.com/groups/shade/cabanas/aluminum-cabana-8-square-w-fabric-curtains-and-vent-ns008a238v
Sonora,SNR,Frame Finish,https://platform.brownjordan.com/media/catalog/product/f/r/frame_finish_sonora_snr_PDP_705a.jpg,Arzo,Cabanas,"Aluminum Cabana, 8' Square w/ Fabric Curtains & Vent",NS008A238V,https://www.tropitone.com/groups/shade/cabanas/aluminum-cabana-8-square-w-fabric-curtains-and-vent-ns008a238v
Sapphire,SAP,Frame Finish,https://platform.brownjordan.com/media/catalog/product/s/a/sapphire_studio_web_PDP_0a86.jpg,Arzo,Cabanas,"Aluminum Cabana, 8' Square w/ Fabric Curtains & Vent",NS008A238V,https://www.tropitone.com/groups/shade/cabanas/aluminum-cabana-8-square-w-fabric-curtains-and-vent-ns008a238v
Storm,STM,Frame Finish,https://platform.brownjordan.com/media/catalog/product/s/t/storm_studio_web_PDP_d683.jpg,Arzo,Cabanas,"Aluminum Cabana, 8' Square w/ Fabric Curtains & Vent",NS008A238V,https://www.tropitone.com/groups/shade/cabanas/aluminum-cabana-8-square-w-fabric-curtains-and-vent-ns008a238v
Titanium,TIN,Frame Finish,https://platform.brownjordan.com/media/catalog/product/f/r/frame_finish_titanium_tin_PDP_4720.jpg,Arzo,Cabanas,"Aluminum Cabana, 8' Square w/ Fabric Curtains & Vent",NS008A238V,https://www.tropitone.com/groups/shade/cabanas/aluminum-cabana-8-square-w-fabric-curtains-and-vent-ns008a238v
Roca,ROC,Frame Finish,https://platform.brownjordan.com/media/catalog/product/R/o/Roca_ROC_Swatch_700pxX700px_29e6.jpg,Arzo,Cabanas,"Aluminum Cabana, 8' Square w/ Fabric Curtains (no vent)",NS008A238,https://www.tropitone.com/groups/shade/cabanas/aluminum-cabana-8-square-w-fabric-curtains-no-vent-ns008a238
Sky,SKY,Frame Finish,https://platform.brownjordan.com/media/catalog/product/S/k/Sky_SKY_Swatch_700pxX700px_5794.jpg,Arzo,Cabanas,"Aluminum Cabana, 8' Square w/ Fabric Curtains (no vent)",NS008A238,https://www.tropitone.com/groups/shade/cabanas/aluminum-cabana-8-square-w-fabric-curtains-no-vent-ns008a238
Aged Bronze,ABR,Frame Finish,https://platform.brownjordan.com/media/catalog/product/a/g/aged_bronze_abr_finish_aluminum_patio_furniture_532_large_PDP_fd59.jpg,Arzo,Cabanas,"Aluminum Cabana, 8' Square w/ Fabric Curtains (no vent)",NS008A238,https://www.tropitone.com/groups/shade/cabanas/aluminum-cabana-8-square-w-fabric-curtains-no-vent-ns008a238
Aluminum Metallic,ALM,Frame Finish,https://platform.brownjordan.com/media/catalog/product/f/r/frame_finish_aluminum_metallic_alm_PDP_e4b0.jpg,Arzo,Cabanas,"Aluminum Cabana, 8' Square w/ Fabric Curtains (no vent)",NS008A238,https://www.tropitone.com/groups/shade/cabanas/aluminum-cabana-8-square-w-fabric-curtains-no-vent-ns008a238
Aragon,ARG,Frame Finish,https://platform.brownjordan.com/media/catalog/product/A/r/Aragon_ARG_Swatch_700x700_ab40.jpg,Arzo,Cabanas,"Aluminum Cabana, 8' Square w/ Fabric Curtains (no vent)",NS008A238,https://www.tropitone.com/groups/shade/cabanas/aluminum-cabana-8-square-w-fabric-curtains-no-vent-ns008a238
Almond Silk,ASK,Frame Finish,https://platform.brownjordan.com/media/catalog/product/f/r/frame_finish_almond_silk_ask_PDP_32c2.jpg,Arzo,Cabanas,"Aluminum Cabana, 8' Square w/ Fabric Curtains (no vent)",NS008A238,https://www.tropitone.com/groups/shade/cabanas/aluminum-cabana-8-square-w-fabric-curtains-no-vent-ns008a238
Crete,CRE,Frame Finish,https://platform.brownjordan.com/media/catalog/product/c/r/cre_swatch_tropitone_PDP_2039.jpg,Arzo,Cabanas,"Aluminum Cabana, 8' Square w/ Fabric Curtains (no vent)",NS008A238,https://www.tropitone.com/groups/shade/cabanas/aluminum-cabana-8-square-w-fabric-curtains-no-vent-ns008a238
Graphite,GPH,Frame Finish,https://platform.brownjordan.com/media/catalog/product/f/r/frame_finish_gph_graphite_PDP_d1cb.jpg,Arzo,Cabanas,"Aluminum Cabana, 8' Square w/ Fabric Curtains (no vent)",NS008A238,https://www.tropitone.com/groups/shade/cabanas/aluminum-cabana-8-square-w-fabric-curtains-no-vent-ns008a238
Greco,GRE,Frame Finish,https://platform.brownjordan.com/media/catalog/product/g/r/greco_gre_finish_outdoor_furniture_751_large_PDP_88bd.jpg,Arzo,Cabanas,"Aluminum Cabana, 8' Square w/ Fabric Curtains (no vent)",NS008A238,https://www.tropitone.com/groups/shade/cabanas/aluminum-cabana-8-square-w-fabric-curtains-no-vent-ns008a238
Kaffee,KFF,Frame Finish,https://platform.brownjordan.com/media/catalog/product/f/r/frame_finish_kaffee_kff_700px_PDP_4a38.jpg,Arzo,Cabanas,"Aluminum Cabana, 8' Square w/ Fabric Curtains (no vent)",NS008A238,https://www.tropitone.com/groups/shade/cabanas/aluminum-cabana-8-square-w-fabric-curtains-no-vent-ns008a238
Moab,MOA,Frame Finish,https://platform.brownjordan.com/media/catalog/product/m/o/moab_moa_finish_finish_752_large_PDP_90e6.jpg,Arzo,Cabanas,"Aluminum Cabana, 8' Square w/ Fabric Curtains (no vent)",NS008A238,https://www.tropitone.com/groups/shade/cabanas/aluminum-cabana-8-square-w-fabric-curtains-no-vent-ns008a238
Mocha,MOC,Frame Finish,https://platform.brownjordan.com/media/catalog/product/m/o/mocha_moc_finish_aluminum_patio_tables_542_large_PDP_0e2a.jpg,Arzo,Cabanas,"Aluminum Cabana, 8' Square w/ Fabric Curtains (no vent)",NS008A238,https://www.tropitone.com/groups/shade/cabanas/aluminum-cabana-8-square-w-fabric-curtains-no-vent-ns008a238
Nickel,NKL,Frame Finish,https://platform.brownjordan.com/media/catalog/product/t/r/tropitone_nkl__PDP_c8e4.jpg,Arzo,Cabanas,"Aluminum Cabana, 8' Square w/ Fabric Curtains (no vent)",NS008A238,https://www.tropitone.com/groups/shade/cabanas/aluminum-cabana-8-square-w-fabric-curtains-no-vent-ns008a238
Obsidian,OBS,Frame Finish,https://platform.brownjordan.com/media/catalog/product/o/b/obsidian_obs_finish_outdoor_patio_furniture_753_large_PDP_021a.jpg,Arzo,Cabanas,"Aluminum Cabana, 8' Square w/ Fabric Curtains (no vent)",NS008A238,https://www.tropitone.com/groups/shade/cabanas/aluminum-cabana-8-square-w-fabric-curtains-no-vent-ns008a238
Ocean,OCN,Frame Finish,https://platform.brownjordan.com/media/catalog/product/O/c/Ocean_OCN_Swatch_4inwX6inH_5bae.jpg,Arzo,Cabanas,"Aluminum Cabana, 8' Square w/ Fabric Curtains (no vent)",NS008A238,https://www.tropitone.com/groups/shade/cabanas/aluminum-cabana-8-square-w-fabric-curtains-no-vent-ns008a238
Parchment,PMT,Frame Finish,https://platform.brownjordan.com/media/catalog/product/f/r/frame_finish_parchment_pmt_PDP_87d5.jpg,Arzo,Cabanas,"Aluminum Cabana, 8' Square w/ Fabric Curtains (no vent)",NS008A238,https://www.tropitone.com/groups/shade/cabanas/aluminum-cabana-8-square-w-fabric-curtains-no-vent-ns008a238
Rich Earth,REA,Frame Finish,https://platform.brownjordan.com/media/catalog/product/r/i/rich_earth_rea_finish_casual_patio_furniture_544_large_PDP_f08c.jpg,Arzo,Cabanas,"Aluminum Cabana, 8' Square w/ Fabric Curtains (no vent)",NS008A238,https://www.tropitone.com/groups/shade/cabanas/aluminum-cabana-8-square-w-fabric-curtains-no-vent-ns008a238
Sage,SGE,Frame Finish,https://platform.brownjordan.com/media/catalog/product/S/a/Sage_SGE_Swatch_700x700_e826.jpg,Arzo,Cabanas,"Aluminum Cabana, 8' Square w/ Fabric Curtains (no vent)",NS008A238,https://www.tropitone.com/groups/shade/cabanas/aluminum-cabana-8-square-w-fabric-curtains-no-vent-ns008a238
Shell,SHL,Frame Finish,https://platform.brownjordan.com/media/catalog/product/f/r/frame_finish_shell_shl_PDP_5505.jpg,Arzo,Cabanas,"Aluminum Cabana, 8' Square w/ Fabric Curtains (no vent)",NS008A238,https://www.tropitone.com/groups/shade/cabanas/aluminum-cabana-8-square-w-fabric-curtains-no-vent-ns008a238
Snow,SNO,Frame Finish,https://platform.brownjordan.com/media/catalog/product/f/r/frame_finish_snow_sno_PDP_1221.jpg,Arzo,Cabanas,"Aluminum Cabana, 8' Square w/ Fabric Curtains (no vent)",NS008A238,https://www.tropitone.com/groups/shade/cabanas/aluminum-cabana-8-square-w-fabric-curtains-no-vent-ns008a238
Sonora,SNR,Frame Finish,https://platform.brownjordan.com/media/catalog/product/f/r/frame_finish_sonora_snr_PDP_705a.jpg,Arzo,Cabanas,"Aluminum Cabana, 8' Square w/ Fabric Curtains (no vent)",NS008A238,https://www.tropitone.com/groups/shade/cabanas/aluminum-cabana-8-square-w-fabric-curtains-no-vent-ns008a238
Sapphire,SAP,Frame Finish,https://platform.brownjordan.com/media/catalog/product/s/a/sapphire_studio_web_PDP_0a86.jpg,Arzo,Cabanas,"Aluminum Cabana, 8' Square w/ Fabric Curtains (no vent)",NS008A238,https://www.tropitone.com/groups/shade/cabanas/aluminum-cabana-8-square-w-fabric-curtains-no-vent-ns008a238
Storm,STM,Frame Finish,https://platform.brownjordan.com/media/catalog/product/s/t/storm_studio_web_PDP_d683.jpg,Arzo,Cabanas,"Aluminum Cabana, 8' Square w/ Fabric Curtains (no vent)",NS008A238,https://www.tropitone.com/groups/shade/cabanas/aluminum-cabana-8-square-w-fabric-curtains-no-vent-ns008a238
Titanium,TIN,Frame Finish,https://platform.brownjordan.com/media/catalog/product/f/r/frame_finish_titanium_tin_PDP_4720.jpg,Arzo,Cabanas,"Aluminum Cabana, 8' Square w/ Fabric Curtains (no vent)",NS008A238,https://www.tropitone.com/groups/shade/cabanas/aluminum-cabana-8-square-w-fabric-curtains-no-vent-ns008a238
Roca,ROC,Frame Finish,https://platform.brownjordan.com/media/catalog/product/R/o/Roca_ROC_Swatch_700pxX700px_29e6.jpg,Arzo,Cabanas,"Aluminum Cabana, 8' Square w/ Fabric Curtains, Sheer Curtain Rods & Vent",NS008A238VSH,https://www.tropitone.com/groups/shade/cabanas/aluminum-cabana-8-square-w-fabric-curtains-sheer-curtain-rods-and-vent-ns008a238vsh
Sky,SKY,Frame Finish,https://platform.brownjordan.com/media/catalog/product/S/k/Sky_SKY_Swatch_700pxX700px_5794.jpg,Arzo,Cabanas,"Aluminum Cabana, 8' Square w/ Fabric Curtains, Sheer Curtain Rods & Vent",NS008A238VSH,https://www.tropitone.com/groups/shade/cabanas/aluminum-cabana-8-square-w-fabric-curtains-sheer-curtain-rods-and-vent-ns008a238vsh
Aged Bronze,ABR,Frame Finish,https://platform.brownjordan.com/media/catalog/product/a/g/aged_bronze_abr_finish_aluminum_patio_furniture_532_large_PDP_fd59.jpg,Arzo,Cabanas,"Aluminum Cabana, 8' Square w/ Fabric Curtains, Sheer Curtain Rods & Vent",NS008A238VSH,https://www.tropitone.com/groups/shade/cabanas/aluminum-cabana-8-square-w-fabric-curtains-sheer-curtain-rods-and-vent-ns008a238vsh
Aluminum Metallic,ALM,Frame Finish,https://platform.brownjordan.com/media/catalog/product/f/r/frame_finish_aluminum_metallic_alm_PDP_e4b0.jpg,Arzo,Cabanas,"Aluminum Cabana, 8' Square w/ Fabric Curtains, Sheer Curtain Rods & Vent",NS008A238VSH,https://www.tropitone.com/groups/shade/cabanas/aluminum-cabana-8-square-w-fabric-curtains-sheer-curtain-rods-and-vent-ns008a238vsh
Aragon,ARG,Frame Finish,https://platform.brownjordan.com/media/catalog/product/A/r/Aragon_ARG_Swatch_700x700_ab40.jpg,Arzo,Cabanas,"Aluminum Cabana, 8' Square w/ Fabric Curtains, Sheer Curtain Rods & Vent",NS008A238VSH,https://www.tropitone.com/groups/shade/cabanas/aluminum-cabana-8-square-w-fabric-curtains-sheer-curtain-rods-and-vent-ns008a238vsh
Almond Silk,ASK,Frame Finish,https://platform.brownjordan.com/media/catalog/product/f/r/frame_finish_almond_silk_ask_PDP_32c2.jpg,Arzo,Cabanas,"Aluminum Cabana, 8' Square w/ Fabric Curtains, Sheer Curtain Rods & Vent",NS008A238VSH,https://www.tropitone.com/groups/shade/cabanas/aluminum-cabana-8-square-w-fabric-curtains-sheer-curtain-rods-and-vent-ns008a238vsh
Crete,CRE,Frame Finish,https://platform.brownjordan.com/media/catalog/product/c/r/cre_swatch_tropitone_PDP_2039.jpg,Arzo,Cabanas,"Aluminum Cabana, 8' Square w/ Fabric Curtains, Sheer Curtain Rods & Vent",NS008A238VSH,https://www.tropitone.com/groups/shade/cabanas/aluminum-cabana-8-square-w-fabric-curtains-sheer-curtain-rods-and-vent-ns008a238vsh
Graphite,GPH,Frame Finish,https://platform.brownjordan.com/media/catalog/product/f/r/frame_finish_gph_graphite_PDP_d1cb.jpg,Arzo,Cabanas,"Aluminum Cabana, 8' Square w/ Fabric Curtains, Sheer Curtain Rods & Vent",NS008A238VSH,https://www.tropitone.com/groups/shade/cabanas/aluminum-cabana-8-square-w-fabric-curtains-sheer-curtain-rods-and-vent-ns008a238vsh
Greco,GRE,Frame Finish,https://platform.brownjordan.com/media/catalog/product/g/r/greco_gre_finish_outdoor_furniture_751_large_PDP_88bd.jpg,Arzo,Cabanas,"Aluminum Cabana, 8' Square w/ Fabric Curtains, Sheer Curtain Rods & Vent",NS008A238VSH,https://www.tropitone.com/groups/shade/cabanas/aluminum-cabana-8-square-w-fabric-curtains-sheer-curtain-rods-and-vent-ns008a238vsh
Kaffee,KFF,Frame Finish,https://platform.brownjordan.com/media/catalog/product/f/r/frame_finish_kaffee_kff_700px_PDP_4a38.jpg,Arzo,Cabanas,"Aluminum Cabana, 8' Square w/ Fabric Curtains, Sheer Curtain Rods & Vent",NS008A238VSH,https://www.tropitone.com/groups/shade/cabanas/aluminum-cabana-8-square-w-fabric-curtains-sheer-curtain-rods-and-vent-ns008a238vsh
Moab,MOA,Frame Finish,https://platform.brownjordan.com/media/catalog/product/m/o/moab_moa_finish_finish_752_large_PDP_90e6.jpg,Arzo,Cabanas,"Aluminum Cabana, 8' Square w/ Fabric Curtains, Sheer Curtain Rods & Vent",NS008A238VSH,https://www.tropitone.com/groups/shade/cabanas/aluminum-cabana-8-square-w-fabric-curtains-sheer-curtain-rods-and-vent-ns008a238vsh
Mocha,MOC,Frame Finish,https://platform.brownjordan.com/media/catalog/product/m/o/mocha_moc_finish_aluminum_patio_tables_542_large_PDP_0e2a.jpg,Arzo,Cabanas,"Aluminum Cabana, 8' Square w/ Fabric Curtains, Sheer Curtain Rods & Vent",NS008A238VSH,https://www.tropitone.com/groups/shade/cabanas/aluminum-cabana-8-square-w-fabric-curtains-sheer-curtain-rods-and-vent-ns008a238vsh
Nickel,NKL,Frame Finish,https://platform.brownjordan.com/media/catalog/product/t/r/tropitone_nkl__PDP_c8e4.jpg,Arzo,Cabanas,"Aluminum Cabana, 8' Square w/ Fabric Curtains, Sheer Curtain Rods & Vent",NS008A238VSH,https://www.tropitone.com/groups/shade/cabanas/aluminum-cabana-8-square-w-fabric-curtains-sheer-curtain-rods-and-vent-ns008a238vsh
Obsidian,OBS,Frame Finish,https://platform.brownjordan.com/media/catalog/product/o/b/obsidian_obs_finish_outdoor_patio_furniture_753_large_PDP_021a.jpg,Arzo,Cabanas,"Aluminum Cabana, 8' Square w/ Fabric Curtains, Sheer Curtain Rods & Vent",NS008A238VSH,https://www.tropitone.com/groups/shade/cabanas/aluminum-cabana-8-square-w-fabric-curtains-sheer-curtain-rods-and-vent-ns008a238vsh
Ocean,OCN,Frame Finish,https://platform.brownjordan.com/media/catalog/product/O/c/Ocean_OCN_Swatch_4inwX6inH_5bae.jpg,Arzo,Cabanas,"Aluminum Cabana, 8' Square w/ Fabric Curtains, Sheer Curtain Rods & Vent",NS008A238VSH,https://www.tropitone.com/groups/shade/cabanas/aluminum-cabana-8-square-w-fabric-curtains-sheer-curtain-rods-and-vent-ns008a238vsh
Parchment,PMT,Frame Finish,https://platform.brownjordan.com/media/catalog/product/f/r/frame_finish_parchment_pmt_PDP_87d5.jpg,Arzo,Cabanas,"Aluminum Cabana, 8' Square w/ Fabric Curtains, Sheer Curtain Rods & Vent",NS008A238VSH,https://www.tropitone.com/groups/shade/cabanas/aluminum-cabana-8-square-w-fabric-curtains-sheer-curtain-rods-and-vent-ns008a238vsh
Rich Earth,REA,Frame Finish,https://platform.brownjordan.com/media/catalog/product/r/i/rich_earth_rea_finish_casual_patio_furniture_544_large_PDP_f08c.jpg,Arzo,Cabanas,"Aluminum Cabana, 8' Square w/ Fabric Curtains, Sheer Curtain Rods & Vent",NS008A238VSH,https://www.tropitone.com/groups/shade/cabanas/aluminum-cabana-8-square-w-fabric-curtains-sheer-curtain-rods-and-vent-ns008a238vsh
Sage,SGE,Frame Finish,https://platform.brownjordan.com/media/catalog/product/S/a/Sage_SGE_Swatch_700x700_e826.jpg,Arzo,Cabanas,"Aluminum Cabana, 8' Square w/ Fabric Curtains, Sheer Curtain Rods & Vent",NS008A238VSH,https://www.tropitone.com/groups/shade/cabanas/aluminum-cabana-8-square-w-fabric-curtains-sheer-curtain-rods-and-vent-ns008a238vsh
Shell,SHL,Frame Finish,https://platform.brownjordan.com/media/catalog/product/f/r/frame_finish_shell_shl_PDP_5505.jpg,Arzo,Cabanas,"Aluminum Cabana, 8' Square w/ Fabric Curtains, Sheer Curtain Rods & Vent",NS008A238VSH,https://www.tropitone.com/groups/shade/cabanas/aluminum-cabana-8-square-w-fabric-curtains-sheer-curtain-rods-and-vent-ns008a238vsh
Snow,SNO,Frame Finish,https://platform.brownjordan.com/media/catalog/product/f/r/frame_finish_snow_sno_PDP_1221.jpg,Arzo,Cabanas,"Aluminum Cabana, 8' Square w/ Fabric Curtains, Sheer Curtain Rods & Vent",NS008A238VSH,https://www.tropitone.com/groups/shade/cabanas/aluminum-cabana-8-square-w-fabric-curtains-sheer-curtain-rods-and-vent-ns008a238vsh
Sonora,SNR,Frame Finish,https://platform.brownjordan.com/media/catalog/product/f/r/frame_finish_sonora_snr_PDP_705a.jpg,Arzo,Cabanas,"Aluminum Cabana, 8' Square w/ Fabric Curtains, Sheer Curtain Rods & Vent",NS008A238VSH,https://www.tropitone.com/groups/shade/cabanas/aluminum-cabana-8-square-w-fabric-curtains-sheer-curtain-rods-and-vent-ns008a238vsh
Sapphire,SAP,Frame Finish,https://platform.brownjordan.com/media/catalog/product/s/a/sapphire_studio_web_PDP_0a86.jpg,Arzo,Cabanas,"Aluminum Cabana, 8' Square w/ Fabric Curtains, Sheer Curtain Rods & Vent",NS008A238VSH,https://www.tropitone.com/groups/shade/cabanas/aluminum-cabana-8-square-w-fabric-curtains-sheer-curtain-rods-and-vent-ns008a238vsh
Storm,STM,Frame Finish,https://platform.brownjordan.com/media/catalog/product/s/t/storm_studio_web_PDP_d683.jpg,Arzo,Cabanas,"Aluminum Cabana, 8' Square w/ Fabric Curtains, Sheer Curtain Rods & Vent",NS008A238VSH,https://www.tropitone.com/groups/shade/cabanas/aluminum-cabana-8-square-w-fabric-curtains-sheer-curtain-rods-and-vent-ns008a238vsh
Titanium,TIN,Frame Finish,https://platform.brownjordan.com/media/catalog/product/f/r/frame_finish_titanium_tin_PDP_4720.jpg,Arzo,Cabanas,"Aluminum Cabana, 8' Square w/ Fabric Curtains, Sheer Curtain Rods & Vent",NS008A238VSH,https://www.tropitone.com/groups/shade/cabanas/aluminum-cabana-8-square-w-fabric-curtains-sheer-curtain-rods-and-vent-ns008a238vsh
Roca,ROC,Frame Finish,https://platform.brownjordan.com/media/catalog/product/R/o/Roca_ROC_Swatch_700pxX700px_29e6.jpg,Arzo,Cabanas,"Aluminum Cabana, 8' Square w/ Fabric Curtains, Sheer Curtain Rods (no vent)",NS008A238SH,https://www.tropitone.com/groups/shade/cabanas/aluminum-cabana-8-square-w-fabric-curtains-sheer-curtain-rods-no-vent-ns008a238sh
Sky,SKY,Frame Finish,https://platform.brownjordan.com/media/catalog/product/S/k/Sky_SKY_Swatch_700pxX700px_5794.jpg,Arzo,Cabanas,"Aluminum Cabana, 8' Square w/ Fabric Curtains, Sheer Curtain Rods (no vent)",NS008A238SH,https://www.tropitone.com/groups/shade/cabanas/aluminum-cabana-8-square-w-fabric-curtains-sheer-curtain-rods-no-vent-ns008a238sh
